continent,location,date,total_cases,total_deaths,total_vaccinations,population
Asia,Afghanistan,31/03/2020,166,4,,39835428
Asia,Afghanistan,30/06/2020,31445,739,,39835428
Asia,Afghanistan,30/09/2020,39354,1462,,39835428
Asia,Afghanistan,31/12/2020,52330,2189,,39835428
Asia,Afghanistan,31/03/2021,56454,2484,,39835428
Asia,Afghanistan,30/06/2021,118659,4871,886854,39835428
Asia,Afghanistan,30/09/2021,155174,7204,2369625,39835428
Asia,Afghanistan,31/12/2021,158084,7356,,39835428
Asia,Afghanistan,31/03/2022,177747,7670,,39835428
,Africa,31/03/2020,5761,198,,1373486472
,Africa,30/06/2020,404891,10146,,1373486472
,Africa,30/09/2020,1481930,35863,,1373486472
,Africa,31/12/2020,2760454,65468,,1373486472
,Africa,31/03/2021,4217242,112755,11476248,1373486472
,Africa,30/06/2021,5504517,142935,48664662,1373486472
,Africa,30/09/2021,8310766,210407,149777657,1373486472
,Africa,31/12/2021,9756168,228453,303508220,1373486472
,Africa,31/03/2022,11558935,251953,452644764,1373486472
Europe,Albania,31/03/2020,243,15,,2872934
Europe,Albania,30/06/2020,2535,62,,2872934
Europe,Albania,30/09/2020,13649,387,,2872934
Europe,Albania,31/12/2020,58316,1181,,2872934
Europe,Albania,31/03/2021,125157,2235,138846,2872934
Europe,Albania,30/06/2021,132521,2456,968034,2872934
Europe,Albania,30/09/2021,170131,2698,1741373,2872934
Europe,Albania,31/12/2021,210224,3217,,2872934
Europe,Albania,31/03/2022,273677,3492,2766890,2872934
Africa,Algeria,31/03/2020,716,44,,44616626
Africa,Algeria,30/06/2020,13907,912,,44616626
Africa,Algeria,30/09/2020,51530,1736,,44616626
Africa,Algeria,31/12/2020,99610,2756,,44616626
Africa,Algeria,31/03/2021,117192,3093,,44616626
Africa,Algeria,30/06/2021,139626,3716,,44616626
Africa,Algeria,30/09/2021,203359,5812,,44616626
Africa,Algeria,31/12/2021,218432,6276,,44616626
Africa,Algeria,31/03/2022,265671,6874,,44616626
Europe,Andorra,31/03/2020,376,12,,77354
Europe,Andorra,30/06/2020,855,52,,77354
Europe,Andorra,30/09/2020,2050,53,,77354
Europe,Andorra,31/12/2020,8049,84,,77354
Europe,Andorra,31/03/2021,12010,115,,77354
Europe,Andorra,30/06/2021,13911,127,,77354
Europe,Andorra,30/09/2021,15222,130,,77354
Europe,Andorra,31/12/2021,23740,140,,77354
Europe,Andorra,31/03/2022,40024,153,,77354
Africa,Angola,31/03/2020,7,2,,33933611
Africa,Angola,30/06/2020,284,13,,33933611
Africa,Angola,30/09/2020,4972,183,,33933611
Africa,Angola,31/12/2020,17553,405,,33933611
Africa,Angola,31/03/2021,22311,537,,33933611
Africa,Angola,30/06/2021,38849,900,,33933611
Africa,Angola,30/09/2021,56583,1537,,33933611
Africa,Angola,31/12/2021,81593,1770,,33933611
Africa,Angola,31/03/2022,99169,1900,,33933611
North America,Anguilla,31/03/2020,2,,,15125
North America,Anguilla,30/06/2020,3,,,15125
North America,Anguilla,30/09/2020,3,,,15125
North America,Anguilla,31/12/2020,13,,,15125
North America,Anguilla,31/03/2021,25,,,15125
North America,Anguilla,30/06/2021,109,,,15125
North America,Anguilla,30/09/2021,409,1,,15125
North America,Anguilla,31/12/2021,1674,5,,15125
North America,Anguilla,31/03/2022,2700,9,,15125
North America,Antigua and Barbuda,31/03/2020,7,,,98728
North America,Antigua and Barbuda,30/06/2020,69,3,,98728
North America,Antigua and Barbuda,30/09/2020,101,3,,98728
North America,Antigua and Barbuda,31/12/2020,159,5,,98728
North America,Antigua and Barbuda,31/03/2021,1136,28,26836,98728
North America,Antigua and Barbuda,30/06/2021,1263,42,,98728
North America,Antigua and Barbuda,30/09/2021,3231,79,,98728
North America,Antigua and Barbuda,31/12/2021,4283,119,,98728
North America,Antigua and Barbuda,31/03/2022,7491,135,125605,98728
South America,Argentina,31/03/2020,1054,27,,45605823
South America,Argentina,30/06/2020,64530,1307,,45605823
South America,Argentina,30/09/2020,751001,16937,,45605823
South America,Argentina,31/12/2020,1625514,43245,43399,45605823
South America,Argentina,31/03/2021,2348821,55858,4276535,45605823
South America,Argentina,30/06/2021,4470374,94304,21848155,45605823
South America,Argentina,30/09/2021,5256902,115179,53048916,45605823
South America,Argentina,31/12/2021,5654408,117169,78137042,45605823
South America,Argentina,31/03/2022,9037911,128019,96976548,45605823
Asia,Armenia,31/03/2020,532,3,,2968128
Asia,Armenia,30/06/2020,25542,443,,2968128
Asia,Armenia,30/09/2020,50359,959,,2968128
Asia,Armenia,31/12/2020,159409,2823,,2968128
Asia,Armenia,31/03/2021,192639,3515,565,2968128
Asia,Armenia,30/06/2021,225095,4514,,2968128
Asia,Armenia,30/09/2021,261697,5319,,2968128
Asia,Armenia,31/12/2021,344930,7972,,2968128
Asia,Armenia,31/03/2022,422519,8613,,2968128
North America,Aruba,31/03/2020,55,,,107195
North America,Aruba,30/06/2020,103,3,,107195
North America,Aruba,30/09/2020,3963,27,,107195
North America,Aruba,31/12/2020,5489,49,,107195
North America,Aruba,31/03/2021,9443,86,,107195
North America,Aruba,30/06/2021,11138,107,127256,107195
North America,Aruba,30/09/2021,15500,166,156179,107195
North America,Aruba,31/12/2021,20461,181,,107195
North America,Aruba,31/03/2022,33966,212,169341,107195
,Asia,31/03/2020,180531,7141,,4678444992
,Asia,30/06/2020,2308658,56972,,4678444992
,Asia,30/09/2020,10673671,195115,,4678444992
,Asia,31/12/2020,20722487,337852,5559749,4678444992
,Asia,31/03/2021,28515967,430796,256541354,4678444992
,Asia,30/06/2021,55831805,794887,1907849609,4678444992
,Asia,30/09/2021,75913554,1126782,4229611164,4678444992
,Asia,31/12/2021,84936560,1259664,6216842262,4678444992
,Asia,31/03/2022,140133240,1407331,7738905049,4678444992
Oceania,Australia,31/03/2020,4559,18,,25788217
Oceania,Australia,30/06/2020,7920,104,,25788217
Oceania,Australia,30/09/2020,27096,888,,25788217
Oceania,Australia,31/12/2020,28425,909,,25788217
Oceania,Australia,31/03/2021,29322,909,744330,25788217
Oceania,Australia,30/06/2021,30643,910,7742536,25788217
Oceania,Australia,30/09/2021,107181,1311,28035888,25788217
Oceania,Australia,31/12/2021,425496,2253,,25788217
Oceania,Australia,31/03/2022,4573066,6008,56362692,25788217
Europe,Austria,31/03/2020,10180,128,,9043072
Europe,Austria,30/06/2020,17766,705,,9043072
Europe,Austria,30/09/2020,44813,799,,9043072
Europe,Austria,31/12/2020,360815,6222,,9043072
Europe,Austria,31/03/2021,546229,9339,,9043072
Europe,Austria,30/06/2021,650412,10702,,9043072
Europe,Austria,30/09/2021,743095,11009,,9043072
Europe,Austria,31/12/2021,1278619,13733,16584036,9043072
Europe,Austria,31/03/2022,3831048,15865,,9043072
Asia,Azerbaijan,31/03/2020,298,5,,10223344
Asia,Azerbaijan,30/06/2020,17524,213,,10223344
Asia,Azerbaijan,30/09/2020,40229,591,,10223344
Asia,Azerbaijan,31/12/2020,218700,2641,,10223344
Asia,Azerbaijan,31/03/2021,261713,3567,,10223344
Asia,Azerbaijan,30/06/2021,336047,4974,3511219,10223344
Asia,Azerbaijan,30/09/2021,483902,6525,8554628,10223344
Asia,Azerbaijan,31/12/2021,616947,8358,11346166,10223344
Asia,Azerbaijan,31/03/2022,791932,9692,13456322,10223344
North America,Bahamas,31/03/2020,14,,,396914
North America,Bahamas,30/06/2020,104,11,,396914
North America,Bahamas,30/09/2020,4123,96,,396914
North America,Bahamas,31/12/2020,7871,170,,396914
North America,Bahamas,31/03/2021,9119,188,,396914
North America,Bahamas,30/06/2021,12586,246,,396914
North America,Bahamas,30/09/2021,20984,531,,396914
North America,Bahamas,31/12/2021,24476,717,,396914
North America,Bahamas,31/03/2022,33283,788,,396914
Asia,Bahrain,31/03/2020,567,4,,1748295
Asia,Bahrain,30/06/2020,26758,87,,1748295
Asia,Bahrain,30/09/2020,70864,251,,1748295
Asia,Bahrain,31/12/2020,92675,352,58643,1748295
Asia,Bahrain,31/03/2021,144445,521,766317,1748295
Asia,Bahrain,30/06/2021,265827,1352,2122296,1748295
Asia,Bahrain,30/09/2021,275057,1389,2590143,1748295
Asia,Bahrain,31/12/2021,282062,1394,3226201,1748295
Asia,Bahrain,31/03/2022,554469,1471,,1748295
Asia,Bangladesh,31/03/2020,51,5,,166303494
Asia,Bangladesh,30/06/2020,145483,1847,,166303494
Asia,Bangladesh,30/09/2020,363479,5251,,166303494
Asia,Bangladesh,31/12/2020,513510,7559,,166303494
Asia,Bangladesh,31/03/2021,611295,9046,5370431,166303494
Asia,Bangladesh,30/06/2021,913258,14503,10103015,166303494
Asia,Bangladesh,30/09/2021,1555911,27510,,166303494
Asia,Bangladesh,31/12/2021,1585539,28072,,166303494
Asia,Bangladesh,31/03/2022,1951577,29122,248319472,166303494
North America,Barbados,31/03/2020,34,,,287708
North America,Barbados,30/06/2020,97,7,,287708
North America,Barbados,30/09/2020,190,7,,287708
North America,Barbados,31/12/2020,383,7,,287708
North America,Barbados,31/03/2021,3652,42,63728,287708
North America,Barbados,30/06/2021,4081,47,166567,287708
North America,Barbados,30/09/2021,8381,74,241915,287708
North America,Barbados,31/12/2021,28565,260,299629,287708
North America,Barbados,31/03/2022,59272,374,,287708
Europe,Belarus,31/03/2020,152,1,,9442867
Europe,Belarus,30/06/2020,62118,392,,9442867
Europe,Belarus,30/09/2020,78631,833,,9442867
Europe,Belarus,31/12/2020,194284,1424,,9442867
Europe,Belarus,31/03/2021,321807,2247,,9442867
Europe,Belarus,30/06/2021,417189,3143,,9442867
Europe,Belarus,30/09/2021,538086,4143,,9442867
Europe,Belarus,31/12/2021,699110,5578,,9442867
Europe,Belarus,31/03/2022,962707,6819,,9442867
Europe,Belgium,31/03/2020,12775,705,,11632334
Europe,Belgium,30/06/2020,61427,9747,,11632334
Europe,Belgium,30/09/2020,118452,10016,,11632334
Europe,Belgium,31/12/2020,646496,19528,958,11632334
Europe,Belgium,31/03/2021,882453,23016,2004540,11632334
Europe,Belgium,30/06/2021,1085131,25173,11092456,11632334
Europe,Belgium,30/09/2021,1244954,25602,16862271,11632334
Europe,Belgium,31/12/2021,2105343,28331,21713152,11632334
Europe,Belgium,31/03/2022,3851048,30826,25271514,11632334
North America,Belize,31/03/2020,3,,,404915
North America,Belize,30/06/2020,24,2,,404915
North America,Belize,30/09/2020,1992,27,,404915
North America,Belize,31/12/2020,10776,248,,404915
North America,Belize,31/03/2021,12456,317,22067,404915
North America,Belize,30/06/2021,13251,329,,404915
North America,Belize,30/09/2021,20801,414,,404915
North America,Belize,31/12/2021,32840,602,,404915
North America,Belize,31/03/2022,57280,654,,404915
Africa,Benin,31/03/2020,9,,,12451031
Africa,Benin,30/06/2020,1199,21,,12451031
Africa,Benin,30/09/2020,2357,41,,12451031
Africa,Benin,31/12/2020,3251,44,,12451031
Africa,Benin,31/03/2021,7100,90,,12451031
Africa,Benin,30/06/2021,8199,104,,12451031
Africa,Benin,30/09/2021,23890,159,,12451031
Africa,Benin,31/12/2021,24935,161,,12451031
Africa,Benin,31/03/2022,26952,163,,12451031
North America,Bermuda,31/03/2020,32,,,62092
North America,Bermuda,30/06/2020,146,9,,62092
North America,Bermuda,30/09/2020,181,9,,62092
North America,Bermuda,31/12/2020,604,10,,62092
North America,Bermuda,31/03/2021,1217,12,,62092
North America,Bermuda,30/06/2021,2514,33,,62092
North America,Bermuda,30/09/2021,5244,72,,62092
North America,Bermuda,31/12/2021,6420,110,,62092
North America,Bermuda,31/03/2022,12564,128,,62092
Asia,Bhutan,31/03/2020,4,,,779900
Asia,Bhutan,30/06/2020,77,,,779900
Asia,Bhutan,30/09/2020,282,,,779900
Asia,Bhutan,31/12/2020,670,,,779900
Asia,Bhutan,31/03/2021,873,1,394765,779900
Asia,Bhutan,30/06/2021,2100,1,,779900
Asia,Bhutan,30/09/2021,2601,3,,779900
Asia,Bhutan,31/12/2021,2660,3,,779900
Asia,Bhutan,31/03/2022,28101,10,,779900
South America,Bolivia,31/03/2020,107,6,,11832936
South America,Bolivia,30/06/2020,33219,1123,,11832936
South America,Bolivia,30/09/2020,135311,7965,,11832936
South America,Bolivia,31/12/2020,160124,9165,,11832936
South America,Bolivia,31/03/2021,272411,12257,304185,11832936
South America,Bolivia,30/06/2021,439624,16767,2590835,11832936
South America,Bolivia,30/09/2021,500445,18735,6800922,11832936
South America,Bolivia,31/12/2021,599753,19680,9792844,11832936
South America,Bolivia,31/03/2022,901943,21894,13125458,11832936
North America,Bonaire Sint Eustatius and Saba,30/06/2020,7,,,26445
North America,Bonaire Sint Eustatius and Saba,30/09/2020,121,1,,26445
North America,Bonaire Sint Eustatius and Saba,31/12/2020,196,3,,26445
North America,Bonaire Sint Eustatius and Saba,31/03/2021,196,3,,26445
North America,Bonaire Sint Eustatius and Saba,30/06/2021,1649,17,,26445
North America,Bonaire Sint Eustatius and Saba,30/09/2021,2096,19,,26445
North America,Bonaire Sint Eustatius and Saba,31/12/2021,3406,23,,26445
North America,Bonaire Sint Eustatius and Saba,31/03/2022,8540,31,,26445
Europe,Bosnia and Herzegovina,31/03/2020,420,13,,3263459
Europe,Bosnia and Herzegovina,30/06/2020,4453,186,,3263459
Europe,Bosnia and Herzegovina,30/09/2020,27469,856,,3263459
Europe,Bosnia and Herzegovina,31/12/2020,110985,4050,,3263459
Europe,Bosnia and Herzegovina,31/03/2021,169626,6599,,3263459
Europe,Bosnia and Herzegovina,30/06/2021,205022,9665,,3263459
Europe,Bosnia and Herzegovina,30/09/2021,234775,10606,,3263459
Europe,Bosnia and Herzegovina,31/12/2021,291313,13442,,3263459
Europe,Bosnia and Herzegovina,31/03/2022,375440,15713,,3263459
Africa,Botswana,31/03/2020,4,1,,2397240
Africa,Botswana,30/06/2020,227,1,,2397240
Africa,Botswana,30/09/2020,3172,16,,2397240
Africa,Botswana,31/12/2020,14805,42,,2397240
Africa,Botswana,31/03/2021,39848,568,,2397240
Africa,Botswana,30/06/2021,69680,1125,,2397240
Africa,Botswana,30/09/2021,179220,2368,629604,2397240
Africa,Botswana,31/12/2021,219509,2444,,2397240
Africa,Botswana,31/03/2022,305526,2686,,2397240
South America,Brazil,31/03/2020,5717,201,,213993441
South America,Brazil,30/06/2020,1412669,59792,,213993441
South America,Brazil,30/09/2020,4817365,144078,,213993441
South America,Brazil,31/12/2020,7681032,195072,,213993441
South America,Brazil,31/03/2021,12763392,322138,22839287,213993441
South America,Brazil,30/06/2021,18570296,518488,101167462,213993441
South America,Brazil,30/09/2021,21432362,597032,239190412,213993441
South America,Brazil,31/12/2021,22291839,619334,331273910,213993441
South America,Brazil,31/03/2022,29951670,660022,415350921,213993441
North America,British Virgin Islands,31/03/2020,3,,,30423
North America,British Virgin Islands,30/06/2020,8,1,,30423
North America,British Virgin Islands,30/09/2020,71,1,,30423
North America,British Virgin Islands,31/12/2020,86,1,,30423
North America,British Virgin Islands,31/03/2021,153,1,,30423
North America,British Virgin Islands,30/06/2021,298,1,,30423
North America,British Virgin Islands,30/09/2021,2642,37,,30423
North America,British Virgin Islands,31/12/2021,3492,39,,30423
North America,British Virgin Islands,31/03/2022,6141,62,,30423
Asia,Brunei,31/03/2020,129,1,,441532
Asia,Brunei,30/06/2020,141,3,,441532
Asia,Brunei,30/09/2020,146,3,,441532
Asia,Brunei,31/12/2020,157,3,,441532
Asia,Brunei,31/03/2021,212,3,,441532
Asia,Brunei,30/06/2021,260,3,84458,441532
Asia,Brunei,30/09/2021,7116,42,493587,441532
Asia,Brunei,31/12/2021,15470,98,898401,441532
Asia,Brunei,31/03/2022,134412,208,,441532
Europe,Bulgaria,31/03/2020,399,8,,6896655
Europe,Bulgaria,30/06/2020,4989,230,,6896655
Europe,Bulgaria,30/09/2020,20833,825,,6896655
Europe,Bulgaria,31/12/2020,202266,7576,,6896655
Europe,Bulgaria,31/03/2021,342633,13197,472443,6896655
Europe,Bulgaria,30/06/2021,421829,18061,1761277,6896655
Europe,Bulgaria,30/09/2021,502162,20882,2539650,6896655
Europe,Bulgaria,31/12/2021,747108,30955,3700660,6896655
Europe,Bulgaria,31/03/2022,1138923,36529,4352008,6896655
Africa,Burkina Faso,31/03/2020,261,14,,21497097
Africa,Burkina Faso,30/06/2020,962,53,,21497097
Africa,Burkina Faso,30/09/2020,2056,58,,21497097
Africa,Burkina Faso,31/12/2020,6707,85,,21497097
Africa,Burkina Faso,31/03/2021,12717,146,,21497097
Africa,Burkina Faso,30/06/2021,13479,168,,21497097
Africa,Burkina Faso,30/09/2021,14243,184,,21497097
Africa,Burkina Faso,31/12/2021,17632,318,,21497097
Africa,Burkina Faso,31/03/2022,20853,382,,21497097
Africa,Burundi,31/03/2020,2,,,12255429
Africa,Burundi,30/06/2020,170,1,,12255429
Africa,Burundi,30/09/2020,508,1,,12255429
Africa,Burundi,31/12/2020,818,2,,12255429
Africa,Burundi,31/03/2021,2810,6,,12255429
Africa,Burundi,30/06/2021,5452,8,,12255429
Africa,Burundi,30/09/2021,17728,38,,12255429
Africa,Burundi,31/12/2021,27366,38,,12255429
Africa,Burundi,31/03/2022,38509,38,,12255429
Asia,Cambodia,31/03/2020,109,,,16946446
Asia,Cambodia,30/06/2020,141,,,16946446
Asia,Cambodia,30/09/2020,277,,,16946446
Asia,Cambodia,31/12/2020,378,,,16946446
Asia,Cambodia,31/03/2021,2440,11,645765,16946446
Asia,Cambodia,30/06/2021,50385,602,7251656,16946446
Asia,Cambodia,30/09/2021,112651,2319,24272621,16946446
Asia,Cambodia,31/12/2021,120493,3012,30456720,16946446
Asia,Cambodia,31/03/2022,135625,3054,36946686,16946446
Africa,Cameroon,31/03/2020,193,6,,27224262
Africa,Cameroon,30/06/2020,12592,313,,27224262
Africa,Cameroon,30/09/2020,20838,418,,27224262
Africa,Cameroon,31/12/2020,26277,448,,27224262
Africa,Cameroon,31/03/2021,47669,721,,27224262
Africa,Cameroon,30/06/2021,80858,1324,,27224262
Africa,Cameroon,30/09/2021,92303,1459,,27224262
Africa,Cameroon,31/12/2021,109367,1851,,27224262
Africa,Cameroon,31/03/2022,119544,1927,,27224262
North America,Canada,31/03/2020,10711,303,,38067913
North America,Canada,30/06/2020,104608,8960,,38067913
North America,Canada,30/09/2020,162560,9557,,38067913
North America,Canada,31/12/2020,590249,16685,98442,38067913
North America,Canada,31/03/2021,990667,23559,5773517,38067913
North America,Canada,30/06/2021,1419748,26647,37623803,38067913
North America,Canada,30/09/2021,1629026,27979,56312456,38067913
North America,Canada,31/12/2021,2223735,30570,68756211,38067913
North America,Canada,31/03/2022,3489910,37653,82159176,38067913
Africa,Cape Verde,31/03/2020,6,1,,561901
Africa,Cape Verde,30/06/2020,1227,15,,561901
Africa,Cape Verde,30/09/2020,6024,60,,561901
Africa,Cape Verde,31/12/2020,11840,113,,561901
Africa,Cape Verde,31/03/2021,17470,168,,561901
Africa,Cape Verde,30/06/2021,32457,286,,561901
Africa,Cape Verde,30/09/2021,37576,339,420246,561901
Africa,Cape Verde,31/12/2021,41732,352,,561901
Africa,Cape Verde,31/03/2022,55952,401,,561901
North America,Cayman Islands,31/03/2020,14,1,,66498
North America,Cayman Islands,30/06/2020,200,1,,66498
North America,Cayman Islands,30/09/2020,211,1,,66498
North America,Cayman Islands,31/12/2020,338,2,,66498
North America,Cayman Islands,31/03/2021,500,2,49561,66498
North America,Cayman Islands,30/06/2021,614,2,93525,66498
North America,Cayman Islands,30/09/2021,840,2,,66498
North America,Cayman Islands,31/12/2021,8818,11,,66498
North America,Cayman Islands,31/03/2022,20606,25,,66498
Africa,Central African Republic,31/03/2020,3,,,4919987
Africa,Central African Republic,30/06/2020,3745,47,,4919987
Africa,Central African Republic,30/09/2020,4829,62,,4919987
Africa,Central African Republic,31/12/2020,4963,63,,4919987
Africa,Central African Republic,31/03/2021,5161,67,,4919987
Africa,Central African Republic,30/06/2021,7141,98,78685,4919987
Africa,Central African Republic,30/09/2021,11371,100,207004,4919987
Africa,Central African Republic,31/12/2021,12163,101,,4919987
Africa,Central African Republic,31/03/2022,14649,113,,4919987
Africa,Chad,31/03/2020,7,,,16914985
Africa,Chad,30/06/2020,866,74,,16914985
Africa,Chad,30/09/2020,1200,85,,16914985
Africa,Chad,31/12/2020,2113,104,,16914985
Africa,Chad,31/03/2021,4533,164,,16914985
Africa,Chad,30/06/2021,4951,174,,16914985
Africa,Chad,30/09/2021,5038,174,,16914985
Africa,Chad,31/12/2021,5703,181,,16914985
Africa,Chad,31/03/2022,7310,191,1640446,16914985
South America,Chile,31/03/2020,2844,12,,19212362
South America,Chile,30/06/2020,279393,5688,,19212362
South America,Chile,30/09/2020,462991,12741,,19212362
South America,Chile,31/12/2020,608973,16608,,19212362
South America,Chile,31/03/2021,995538,23135,10501871,19212362
South America,Chile,30/06/2021,1555902,32545,23094252,19212362
South America,Chile,30/09/2021,1654264,37468,32425885,19212362
South America,Chile,31/12/2021,1806494,39115,44312972,19212362
South America,Chile,31/03/2022,3470936,56580,50801611,19212362
Asia,China,31/03/2020,83065,3305,,1444216102
Asia,China,30/06/2020,87060,4634,,1444216102
Asia,China,30/09/2020,90403,4634,,1444216102
Asia,China,31/12/2020,93679,4634,4500000,1444216102
Asia,China,31/03/2021,98594,4636,119821000,1444216102
Asia,China,30/06/2021,101600,4636,1244675000,1444216102
Asia,China,30/09/2021,107438,4636,2211452000,1444216102
Asia,China,31/12/2021,115168,4636,2835332000,1444216102
Asia,China,31/03/2022,227998,4638,3270874000,1444216102
South America,Colombia,31/03/2020,906,16,,51265841
South America,Colombia,30/06/2020,97846,3334,,51265841
South America,Colombia,30/09/2020,829679,25998,,51265841
South America,Colombia,31/12/2020,1642775,43213,,51265841
South America,Colombia,31/03/2021,2406377,63422,2243392,51265841
South America,Colombia,30/06/2021,4240982,106544,18281743,51265841
South America,Colombia,30/09/2021,4957277,126299,,51265841
South America,Colombia,31/12/2021,5157440,129942,64690489,51265841
South America,Colombia,31/03/2022,6084916,139621,,51265841
Africa,Comoros,30/06/2020,303,7,,888456
Africa,Comoros,30/09/2020,479,7,,888456
Africa,Comoros,31/12/2020,823,10,,888456
Africa,Comoros,31/03/2021,3696,146,,888456
Africa,Comoros,30/06/2021,3936,146,,888456
Africa,Comoros,30/09/2021,4141,147,,888456
Africa,Comoros,31/12/2021,6515,157,581547,888456
Africa,Comoros,31/03/2022,8086,160,,888456
Africa,Congo,31/03/2020,19,,,5657017
Africa,Congo,30/06/2020,1087,37,,5657017
Africa,Congo,30/09/2020,5089,89,,5657017
Africa,Congo,31/12/2020,7107,108,,5657017
Africa,Congo,31/03/2021,9681,135,,5657017
Africa,Congo,30/06/2021,12596,165,116110,5657017
Africa,Congo,30/09/2021,14244,193,346613,5657017
Africa,Congo,31/12/2021,20089,367,,5657017
Africa,Congo,31/03/2022,24071,385,,5657017
Oceania,Cook Islands,30/06/2021,1,,,17572
Oceania,Cook Islands,30/09/2021,1,,,17572
Oceania,Cook Islands,31/12/2021,2,,,17572
Oceania,Cook Islands,31/03/2022,1986,,,17572
North America,Costa Rica,31/03/2020,347,2,,5139053
North America,Costa Rica,30/06/2020,3459,16,,5139053
North America,Costa Rica,30/09/2020,75760,904,,5139053
North America,Costa Rica,31/12/2020,169321,2185,,5139053
North America,Costa Rica,31/03/2021,216764,2957,,5139053
North America,Costa Rica,30/06/2021,367938,4667,,5139053
North America,Costa Rica,30/09/2021,532185,6386,,5139053
North America,Costa Rica,31/12/2021,570556,7353,,5139053
North America,Costa Rica,31/03/2022,838537,8300,,5139053
Africa,Cote d'Ivoire,31/03/2020,179,1,,27053629
Africa,Cote d'Ivoire,30/06/2020,9499,68,,27053629
Africa,Cote d'Ivoire,30/09/2020,19724,120,,27053629
Africa,Cote d'Ivoire,31/12/2020,22490,137,,27053629
Africa,Cote d'Ivoire,31/03/2021,43889,244,40153,27053629
Africa,Cote d'Ivoire,30/06/2021,48305,313,757113,27053629
Africa,Cote d'Ivoire,30/09/2021,60253,624,2137947,27053629
Africa,Cote d'Ivoire,31/12/2021,71004,714,7113233,27053629
Africa,Cote d'Ivoire,31/03/2022,81741,796,,27053629
Europe,Croatia,31/03/2020,867,6,,4081657
Europe,Croatia,30/06/2020,2777,107,,4081657
Europe,Croatia,30/09/2020,16593,280,,4081657
Europe,Croatia,31/12/2020,210837,3920,,4081657
Europe,Croatia,31/03/2021,271632,5947,476499,4081657
Europe,Croatia,30/06/2021,359872,8206,,4081657
Europe,Croatia,30/09/2021,404790,8640,3436799,4081657
Europe,Croatia,31/12/2021,715245,12538,4729751,4081657
Europe,Croatia,31/03/2022,1099176,15563,,4081657
North America,Cuba,31/03/2020,186,6,,11317498
North America,Cuba,30/06/2020,2341,86,,11317498
North America,Cuba,30/09/2020,5597,122,,11317498
North America,Cuba,31/12/2020,11863,146,,11317498
North America,Cuba,31/03/2021,75263,424,,11317498
North America,Cuba,30/06/2021,190993,1284,6132569,11317498
North America,Cuba,30/09/2021,877428,7436,21292523,11317498
North America,Cuba,31/12/2021,966004,8322,30874045,11317498
North America,Cuba,31/03/2022,1090285,8510,,11317498
North America,Curacao,31/03/2020,11,1,,164796
North America,Curacao,30/06/2020,23,1,,164796
North America,Curacao,30/09/2020,392,1,,164796
North America,Curacao,31/12/2020,4260,14,,164796
North America,Curacao,31/03/2021,8404,35,,164796
North America,Curacao,30/06/2021,12342,126,167493,164796
North America,Curacao,30/09/2021,16500,163,,164796
North America,Curacao,31/12/2021,21325,189,217092,164796
North America,Curacao,31/03/2022,40346,267,246688,164796
Europe,Cyprus,31/03/2020,230,7,,896005
Europe,Cyprus,30/06/2020,996,19,,896005
Europe,Cyprus,30/09/2020,1743,22,,896005
Europe,Cyprus,31/12/2020,22346,120,,896005
Europe,Cyprus,31/03/2021,46105,257,,896005
Europe,Cyprus,30/06/2021,76552,375,809234,896005
Europe,Cyprus,30/09/2021,120143,552,,896005
Europe,Cyprus,31/12/2021,166827,638,,896005
Europe,Cyprus,31/03/2022,430726,940,,896005
Europe,Czechia,31/03/2020,3308,31,,10724553
Europe,Czechia,30/06/2020,11954,349,,10724553
Europe,Czechia,30/09/2020,70763,655,,10724553
Europe,Czechia,31/12/2020,718661,11580,11892,10724553
Europe,Czechia,31/03/2021,1532332,26421,1741125,10724553
Europe,Czechia,30/06/2021,1667287,30303,8318355,10724553
Europe,Czechia,30/09/2021,1691489,30459,11852604,10724553
Europe,Czechia,31/12/2021,2475729,36129,15495433,10724553
Europe,Czechia,31/03/2022,3822035,39692,17502014,10724553
Africa,Democratic Republic of Congo,31/03/2020,98,8,,92377986
Africa,Democratic Republic of Congo,30/06/2020,7039,170,,92377986
Africa,Democratic Republic of Congo,30/09/2020,10659,272,,92377986
Africa,Democratic Republic of Congo,31/12/2020,17658,591,,92377986
Africa,Democratic Republic of Congo,31/03/2021,28142,743,,92377986
Africa,Democratic Republic of Congo,30/06/2021,40836,924,,92377986
Africa,Democratic Republic of Congo,30/09/2021,56937,1084,136094,92377986
Africa,Democratic Republic of Congo,31/12/2021,74793,1205,,92377986
Africa,Democratic Republic of Congo,31/03/2022,86748,1337,,92377986
Europe,Denmark,31/03/2020,2860,90,,5813302
Europe,Denmark,30/06/2020,12768,605,,5813302
Europe,Denmark,30/09/2020,27998,650,,5813302
Europe,Denmark,31/12/2020,163479,1298,31367,5813302
Europe,Denmark,31/03/2021,230603,2419,1068122,5813302
Europe,Denmark,30/06/2021,293677,2534,5189319,5813302
Europe,Denmark,30/09/2021,358796,2656,8790787,5813302
Europe,Denmark,31/12/2021,802397,3267,12093731,5813302
Europe,Denmark,31/03/2022,3058773,5698,13197619,5813302
Africa,Djibouti,31/03/2020,30,,,1002197
Africa,Djibouti,30/06/2020,4682,54,,1002197
Africa,Djibouti,30/09/2020,5416,61,,1002197
Africa,Djibouti,31/12/2020,5831,61,,1002197
